"D1"	"D2"	"D3"	"D4"	"D5"	"C1"	"C2"	"C3"	"C4"	"C5"
56.2230232165759	250.230559968352	116.351114634378	60.4316727299236	2.85864578864353	45.6859375091279	16.6435841350219	98.6731697000768	111.616901673027	79.9885361542103
46.0454777834321	898.776190374359	77.2889003902422	44.5231060462131	74.4918483947229	22.8909408135637	20.6695611783752	142.100677154355	53.7332741611232	57.1679536743919
177.393466831866	29.8713749576682	211.799694827893	130.094073955347	48.6320157433358	25.4608511108308	410.421898724642	7821.05165073881	94.3444070529149	402.203391529048
74.0895355373787	65.1918760369937	9.8524253700491	167.257830914615	123.486250222404	117.472524454135	34.647864720645	114.489801770653	49.6709474225171	95.1025609508067
79.1130731163352	95.3949074444355	80.2704708520945	57.082110447763	73.3786316062129	32.5183173651958	61.4012922923124	13.1254099420491	340.160193070285	10.5416460746414
182.370520161472	77.7670057434638	71.987875054306	155.261165224801	17.5092832471338	34.2021663093229	64.8891282539541	117.501401674695	39.4695350022553	66.5323394566066
22.4202237259538	13.7299998710868	217.191821638942	198.307707953926	59.4801897225295	727.651405156048	971.554043554132	1617.67877581124	362.251806948847	690.228773124503
30.0411040420115	374.387397620586	147.439781889102	69.3515834544935	82.5760538120113	56.6323219052321	43.7806071842223	222.506528667365	9.70916647482119	983.890540478464
79.7755907220835	203.088702204591	25.80014617217	54.2243553960075	101.6310898335	172.653885586605	35.9614249392257	101.947889207121	23.058709539834	34.8996481293178
25.0411717053135	70.5293120107549	85.1284609600516	44.9893255254887	53.0008969697724	113.05908305078	11.1352377647457	200.1145238624	169.589833865656	33.611617861132
213.759887720039	268.53126826363	32.8074698625141	167.03616039992	162.03899203884	43.469802261162	58.2696738288283	103.811034694478	280.10776757401	107.362102046024
4215.74142424722	1675.79104651595	688.912584346081	3219.17697783556	7053.10055961597	17.5401925935153	13.7141081957782	339.897132971834	239.723446536526	62.1225305661686
28.0890101834227	66.1970842924428	567.804693162981	368.530454230295	106.869064842813	536.702432753525	131.283246833599	83.2597944251284	517.298878154229	111.78133737211
173.48019100218	69.9344554198782	37.5906658964767	62.6549559881176	233.631126990776	326.541244630055	26.4206056522194	89.4624945999996	79.7680414500158	21.0498199492866
70.9971705770043	28.8831734658648	137.721993766248	130.544603265417	22.0873622775131	134.475770448879	57.8215647918837	293.621148530823	14.7993370619981	78.099677403473
1480.58590703375	92.1276645945148	23.5086375237159	210.753489437793	30.2044295286021	20.9439903749404	80.1258137999369	76.3859637237884	92.3970849124753	96.050897012916
532.087515024081	342.522205953606	19.1430313941537	64.0273503704083	149.466684886772	52.9715496099919	70.0588259473565	3.75256175424955	44.1280711829496	79.3128741570598
672.025618369523	67.6816501668427	18.8843266579866	118.69640679173	94.7853324680333	542.828953479089	43.8079883283134	43.3931639958989	35.8584422351352	109.546710689094
178.097314109495	86.2914512752276	66.9007063002742	28.166187538709	59.4685475276838	92.7622512931985	110.280442366259	26.330515628581	91.8920827801571	87.4623851786654
52.9967697217811	32.1516912269746	62.3072056848556	96.0102352025425	242.307957127411	93.4757690022167	57.5434319815012	150.793261087648	183.255872518943	29.0675062417604
155.055506040677	74.3842842930045	117.682640539017	60.3320364759185	382.507239775578	21.6068203375064	69.2531203309795	39.336297470432	30.8952665667252	29.9792759329505
